Transcript,Label
신한은행 경우 어쩌면 지금 마지막 계자 결과 나왔 다는 계좌 세탁 기록 돈세탁 기록 그래서 선생 아니 사람 연락 텐데요 저희 에서 선생 통장 으로 세탁 기록 습니다 다른 세요 때문 선생 수정 아닙니다 만약 국내 아이피 선생 께서 범죄 으로 전송 드렸 다고 아버지 세탁기 습니다 바르 천만 도이 식탁 기록 나올 고요 김성철 말씀,1
누구 김강호 구요 서울 출신 입니다 남성 고요 몰라요 전혀 모르 세요 김강호 대해서 여쭤본 얼마 저희 지검 에서 김강호 주범 으로 금융 범죄 기단 검거 습니다 사건 현장 에서 대포 통장 보안 카드 압수 과정 에서 명의 제일 대신 증권 계좌 발견 돼서 확인 연락 드린 구요 얼마 신용 조회 그런 하나 나왔 거든요 본인 께서 개설 사실 다는 말씀 건가요 일단 저희 연락 드린 전반 본인 께서 직접 계좌 개설 해서 통장 양도 혐의 건지 아니 개인 정보 유출 부분 으로 인해서 금융 범죄 피해 으신 건지 확인 연락 드린 예요 여보세요 세요 일단 본인 께서 개설 사실 다는 말씀 일단 사건 아니 전국 으로 연루 사건 에요 개인 정보 유출 인해서 피해 계시 대가 자금 통장 판매 거나 양도 계셨 습니다 여보세요 본인 께서 타인 에게 통장 판매 거나 양도 사실 습니까 어요 전혀 어요 일단 불법 현장 에서 본인 통장 발견 본인 께서 피해자 입증 으셔야 상황 에요 신용 등급 조회 아무것 나왔 거든요 얼마 여보세요 본인 께서 직접 확인 다는 말씀 세요 보이스 피싱 으로 넘겨도 보이스 피싱 으로 넘겨도 파일 파일 무슨 얘기 야말로 무슨 얘기 건지 모르 여보세요 어제 신용 등급 조회 거든요 부분 본인 께서 진술 부분 저희 확인 부분 아니 잖아요 지금 통화 불편 세요 아무리 봐도 보이스 피싱 인데 보이스 피싱 라고 얘기 예요 보이스 피싱 아니 에요 지금 본인 께서 신고 던지 저희 에서 아서 처리 도록 할게요 지금 본인 께서 장난 아니 지금 장난 해요 지금 신고 세요,1
오래 동차 라고 동시 봐야 거든 근데 보통 준비 걸려 준비 빨리 걸리 면은 근데 그거 올해 해결 해야 그래서 시간 거든 그래서 아마 까지 시간 되게 부터 까지 시간 많이 나진 그래서 거의,0
그래도 뭔가 그런 기회 라도 으니까 그리고 약간 그래도 지금 지금 라도 약간 학기 들어갈 잖아 학년 학년 들어간 든데 거꾸로 그랬었 왜냐면 우리 학과 그니까 우리 학과 자율 전공 다가 학년 학년 형식 으로 다른 학교 다른 학과 니까 근데 거꾸로 학기 들어가 던데 학년 학년 다시 모집,0
확인 농협 하나 통장 확인 경기도 광명시 무슨 입니까 통장 경우 부장 확인 말씀 드렸 개인 정보 유출 계실 겁니다 휴대폰 지금 신분증 부분 대해서 분실 도난 당한,1
대로 그래 카운터 아니 무슨 건달 냐고 생긴 건달 같이 생겨 아니 걸음걸이 마음 든다고 면서 인신공격 그래서 근데 웃긴 혼났 센터 한테 불려 혼났 모르 그냥 엄청 창고 대화 더라고 그러 면서 그거 때문 그럴 아니,0
여보세요 방법 국민은행 고객 적금 정기 예금 상품 신청 예요 그렇게 평점 오르 합니다만 목돈 개월 정도 기다리 셔야 거든요 근데 고객 지금 필요 대출 잖아요 그래서 기간 걸리 니까 추천 드리 시간 신용 점수 상향 시킬 방법 채무 채무 상환 능력 평가 방법 에요 해서 채무 상환 능력 고객 께서 신규 대출 발생 시키 마시 바로 일시 상환 예요 그러면 고객 께서 전화 으시 다가 일시 상환 기록 으시 잖아요 자금 필요 해서 대출 지만 바로 능력 다고 판단 평점 상향 방식 인데 대출 으시 상환 금융 마다 차이 조금 지만 그러 평점 에서 정도 상향 세요 그러 고객 니까 대출 으셨 다가 바로 상환 오르 신다 생각 들어가 부분 에서 고객 께서 신청 마이너스 통장 발급 조건 아무런 문제 으시 방법 어요 고객 어떻게 라고요 아니 지금 고객 평점 부족 부분 고객 신규 대출 발생 시키 마시 바로 일시 상환 평점 보완 마이너스 통장 발급 방식 으로 그렇게 진행 애요 근데 거기 국민 행복 기금 아니 국민 행복 기금 아니 잖아요 저희 아니 저희 마이너스 통장 국민은행 에서 발급 국민 행복 기금 상품 으신 국민 행복 기금 거기 니까 거기 없다 든데 국민 행복 기금 다고요 어디 전화 국민 행복 기금 국민 행복 기금 거기 없다 든데 어디 에서 국민 행복 기금 에서 어디 전화 확인 전화 확인 에요 국민 행복 기금 아니 국민 행복 기금 전화 고객 어떻게 한단 에요 그거 국민 행복 기금 상품 에요 고객 거기 어딘데요 저희 국민은행 여신 영업부 국민 여신 영업부 국민 국민 어디 지점 저희 마포 지점 마포 지점 여태 까지 고객 어디 신지 모르 전화 하고 통화 서류 으시 예요 거기 전화 번호 어떻게 전화 번호 어디 국민은행 마포 대표 번호 대표 번호 지금 고객 전화 으신 전화 번호 아니 거기 사무실 전화 번호 저희 저희 개인 직통 전화 번호 알려 드렸 잖아요 거기 마포 지점 전화 번호 지금 전화기 전화 번호 으시 잖아요 그게 대표 번호 아니 그거 사무실 전화 번호 잖아요 서울 잖아요 말귀 알아들 으세요 서울 아니 에요 아요 그럼 시작 잖아요 지금 지금 핸드폰 전화 번호 저희 대표 번호 눌르 셔도 셔도 예요 다른 번호 다고요 그게 대표 번호 라고요 습니다 생각 다시 전화 할게요 생각 해도 니까 무슨 생각 세요 어요 어딘지 모르 서류 대출 그런 자체,1
안녕 세요 씨티 캐피탈 씨티 캐피탈 강현철 입니다 안녕 세요 고객 저희 콜라 무관 당일 대출 상품 어서 전화 드렸 혹시 대출 필요 부분 으세요 습니다 한번 세요 필리핀 필리핀 필리핀 맛있 마카티 마카티 마닐라 어떻게 어요 어떻게 하나 어요 그래요 다른 혹시 으세요 알려 세요 시발 도둑놈 진짜 맞추 라고 그러 던데요 지요 어떻게 예요 그래도 아요 그러 맨날 연결 시키 몰라 거기 온대 시발 중국어 그럼 여기 어야 괜찮 중복 문자 예요 그러면 사장 약속 아야 거든 그거 처음 전화 그거 한번 할머니 목소리 세요 너무 웃겨서 유무 장난치 그런 그거 조심히 기회 연락,1
초등 학교 학년 학년 친한 친구 요즘 그냥 생존 스타 그런 친군데 친구 학년 학년 어요 근데 학년 학년 여름 반바지 근데 팔다리 팔다리 거든요 그렇 잔털 아요 근데 무릎 다리 진짜 심심 니까 수업 시간 계속 잘랐,0
지금 습니다 내용 거나 부분 으십니까 그런 습니다 아직 대검찰청 본인 한테 장난 전화 신다고 생각 십니까 아니 그거 아니 더라도 워낙 그런 혹시나 어서 그렇게 니까 기분 나쁘 생각 마십쇼 그니까 부분 대해서 검찰청 금융 감독원 에서 나라 개인 개인 정보 보호법 의거 절대 본인 개인 정보 거나 요구 습니다 그렇 때문 본인 께서 걱정 필요 구요 일단 지금 최근 사건 으로 문제 많이 생기 지난번 농협 전산망 뚫린 사건 대해서 계시 아까 말씀 드렸 처럼 그리고 국민 국민 카드 정보 유출 사건 대해서 혹시 계십니까 국민은행 네네 사건 인해서 국민 개인 정보 으로 유출 오늘 까지 피해 계시 구요 하지만 지금 현재 상황 에서 본인 께서 피해자 아닌 아닌 조사 신분 으로 조사 상황 때문 본인 사용 모든 금융 대해서 잠시 금융 감독원 에서 계좌 추적 계좌 추적 통해서 본인 사용 모든 금융 대해서 거래 내역 라든지 자금 흐름 최대한 전부 파악 고요 정확 증거 자료 채택 위해서 또한 특히 신용 카드 경우 본인 께서 거래 셔서 지만 저희 지난주 범법자 검거 불량 직원 거든요 직원 진술 내용 의하 면은 본인 께서 통장 카드 개설 면은 본인 개인 정보 전부 등록 으시 또한 통장 카드 사용 통장 사용 니까 폐지 으실 잖습니까 그러면 셔서 새로운 통장 발급 으실 면은 본인 기존 통장 뒷면 직원 통장 본인 한테 돌려 드리 세부 일반인 육안 으로 확인 본인 제일 중요 개인 정보 습니다 일반인 육안 으로 확인 전문가 컴퓨터 입력 면은 바로 확인 건데요 마그네 라고 건데 마그네 코드 번호 마그네 넘버 라고 겁니다 마그네 면은 본인 명의 저희 대한민국 에서 어떤 금융 에서 통장 개설 마그네 전부 일치 거든요 사람 으로 비유 자면 주민 등록증 마찬가집니다 대부 직원 최소한 내용 의하 주로 주민 등록 복사 마그네 해서 본인 모르 불법 으로 통장 개설 해서 외부 불법 불법 으로 결탁 대가 금액 통장 판매 다고 진술 습니다 니까 최근 사건 으로 문제 많이 생기 니까 직원 본인 거래 직원 대해서 지금 저희 수사 대상자 올라와 어요 아직 카드 보험 근무 내부 공모자 먼저 정리 부분 때문 금융 대한 부분 대해서 금융 감독원 조사 진행 저희 내부 공모자 검거 위해서 지금 조사 진행 겁니다 그리고 특히 신용 카드 경우 만약 본인 정보 유출 다면은 법자 본인 개인 정보 해서 인제 본인 으로 위장 으로 유선 으로 인해서 카드 전화 본인 처럼 카드 대출 습니다 결론 으로 피해 본인 습니까 그렇 때문 일단 신용 카드 경우 지금 본인 께서 신용 카드 지금 정도 사용 계시 일단 잠시 본인 께서 신용 카드 전화 본인 스스로 전화 일단 카드 대출 상담 한번 으셔야 돼요 상담 아야 지금 상담 어서 만약 카드 대출 백만 대출 그러면은 금액 본인 께서 일단 대출 으셔야 돼요 으셔서 본인 통장 일단 입금 셔야 됩니다 왜냐면은 법자 본인 명의 대출 면은 나중 피해 본인 때문 일단 중요 냐면은 카드 사도 직원 통화 상담 직원 전화 직원 직원 통화 사람 자신 성함 밝힌지 밝히 대해서 체크 셔야 돼요 녹음 하나 왜냐면 요즘 어서 요즘 면은 공직 계신 라면 어떤 어떤 누구 누구 입니다 자신 부터 인제 소개 상황 대해서 내용 대해 설명 드릴 드리 습니다 잠시 카드 직원 통화 자신 성함 밝히 밝히 확인 구요 만약 밝히 면은 메모 다가 한테 말씀 밝히 더라도 굳이 성함 어떻게 세요 여쭤 필요 습니다 괜히 의심 때문 무슨 인지 성함 얘기 면은 한테 성함 얘기 더라 말씀 면은 휴대폰 휴대폰 통화 내역 통해서 직원 직원 대한 상세 신상 대해서 확인 대해서 내부 조사 진행할 예요 무슨 말씀 인지 지금 어떻게 어디 카드 대출 으라 현대 카드 지금 오랫동안 사용 다고 현대 카드 그래서 하나 카드 그러 면은 현대 카드 주로 많이 사용 십니까 아니면 하나 카드 많이 사용 십니까 비슷비슷 사용 하나 카드 많이 사용 그럼 일단 하나 카드 지금 소지 계시 지금 지금 카드 면은 거기 카드 센터 전화 번호 찍혀 예요 그쪽 으로 전화 셔서 카드 대출 으신 선생 께서 연결 셔야 돼요 카드 대출 으실 려고 최대 한도 얼마 정도 문의 고요 만약 최대 한도 백만 신다 그러 면은 카드 대출 으셔 본인 통장 입금 라고 구요 그리고 카드 대출 으시 면은 라든지 금액 부분 대해서 비용 발생 아닙니까 그죠 비용 발생 발생 비용 대해서 라든지 금액 부분 대해서 본인 께서 걱정 필요 구요 어차피 금액 본인 께서 개인 으로 사용 실려고 으신 금액 아니 때문 라도 라든지 금액 부분 저희 금융 감독원 사건 종결 본인 께서 피해자 입증 면은 부분 대해서 지금 입금 형태 금융 감독원 산상 원상 복구 처리 드릴 에요 때문 라든지 금전 부분 대해서 걱정 필요 구요 그냥 카드 대출 최대 한도 얼마 정도 문의 만약 최대한 백만 신다 그러 면은 최대 한도 일단 대출 으셔 본인 통장 으로 입금 해도 됩니다 카드 다가 만약 백만 다가 다시 백만 면은 최대한 최대 한도 얼마 정도 문의 최대 한도 최대 한도 만약 어서 입금 습니다 그러면은 최대 한도 고요 혹시나 해서 불량 직원 라면 본인 한테 분명히 유도 질문 예요 카드 대출 으세요 어떤 용도 자금 사용 실려고 니까 면은 본인 께서 요령껏 카드 직원 한테 요령껏 선생 께서 얘기 셔야 혹시나 질문 본인 께서 라도 된다고 예요 그럼 어서 그냥 그렇게 나요 인제 영업 자금 힘들 필요 대출 으신 으로 선생 께서 요령껏 연기 구요 중요 자신 성함 밝히 밝히 확인 구요 그래서 불량 직원 만약 직원 직원 한테 인제 유도 질문 넘어가 됩니다 무슨 말씀 인지 그리고 일단 지금 카드 전화 전화 해서 일단 확인 고요 그리고 백만 신다 그러 면은 최대한 도로 대출 으셔서 본인 통장 으로 고요 우리 카드 대금 인제 빠져나가 어느 부산은행 십니까 우리 십니다 어떤 에스 케이 하나 에스 케이 지금 부산 에서 빠져나가 에스 케이 카드 사용 많이 그러 현대 롯데 국민 카드 경우 국민 부산 으로 빠져나가 어요 롯데 롯데 우리 으로 현대 부산 으로 지금 일단 하나 카드 전화 하나 카드 전화 일단 대출 신청 도록 고요 일단 본인 관한 서류 금융 감독원 제출 예요 그리고 나중 그리고 나중 잠시 계좌 추적 건데 일단 지금 카드 전화 한번 상담 상담 고요 내지 연락 드리 도록 습니다 그러면 지금 사이 전화 대출 신청 통장 으로 바로 으면 본인 통장 으로 으시 일단 습니다 그리고 절대 으로 사건 내용 관해서 발설 해서 됩니다 습니까 내지 다시 연락 드리 도록 습니다 습니다,1
아니 인터 검색 나오 뭔가 맨날 마다 친단 근데 상수 카페 카페 요즘 상수 에서 합정 홍대 한데 그쪽 술집 그래서 아예 술집 검색 해서 분위기 아무데 음식집 갈거나 근데 음식집 술집 아니 같이 아니면 따로,0
그리고 병원 경험 잖아 그래서 얘긴데 얼마 인제 뉴스 에서 제주도 영리 병원 라고 생겼 영리 병원 뭔지 냐면 그대로 원래 의료 재단 약간 공공 어야 필요 그래서 물론 우리 나라 그렇게 외국 경우 만약 응급 환자 그러면 우리 나라 일단 수술 수술 동의서 제일 중요 수납,0
그거 아니 게임 다가 다가 사람 엄청 어요 동안 게임 했었 거든요 시간 시간 동안 그때 프리스톤 테일 라는 레벨 올리 게임 하루 종일 에서 고요 에서 화장실 세수 그래서 레벨 에서 까지 키우 걸렸,0
요즘 장기 힘들 기본 전부 개월 개월 잖아 개월 개월 아님 개월 개월 인데 글쎄 내년 내년도 아무래도 학교 복학 다음 여러 아무래도 다른 학교 면은 힘들 그래서 최근 다양 알바 통해서 사회 경험 으려 사람 마음 데로,0
정해진 저희 고객 한테 저희 회사 자금 회수 다시 회사 입금 처리 외부 경리 신다고 생각 돼요 자금 관리 으로 구요 보통 현장 으로 출근 현장 퇴근 신다고 네네 근데 근무 시간 보통 오전 부터 오후 까지 라고 생각 근무 시간 오전 정도 생각 조금 일찍 라고 작성 놨는데 그거 오전 보단 조금 느긋 그럼 출근 어디 건가요 출근 저희 현장 출근 때문 보통 저희 고객 따로 어요 저희 고객 소재지 따라서 달라지 때문 서울 지역 라고 그날그날 출근 장소 달라지 근데 요즘 서울 해서 전철 면은 시간 에서 시간 잖아요 따로 사무실 들어오 필요 현장 에서 근무 현장 에서 바로 으로 퇴근 신다고 생각 돼요 그러면 하루 군데 정도 군데 아니 저희 고객 배정 드리 거든요 업체 거나 그러 아니 저희 고객 배정 드리 보통 하루 정도 담당 정해진 고객 한테 저희 회사 자금 회수 다시 회사 입금 처리 횟수 자체 하루 정도 밖에 돼요 그렇게 많이 그렇게 근데 회사 어떤 회사 저희 사업 잖아요 사업 한테 거래 내역 만들 드리 거기 따른 수수료 회사 수수료 그니까 수수료 그분 께서 저희 으로 아서 하고 관계 어차피 영업 영업부 에서 때문 따로 영업 필요 구요 보통 저희 까지 꾸준히 거래 대상 으로 구요 저희 으로 거래 내역 의뢰 따로 사업 아니 에요 사업 부가세 신고 라는 잖아요 네네 그래서 분기 현금 매출 모자라 그걸로 시공 금액 높혀 려는 아니면은 사업체 다른 한테 실려고 그걸로 매출 아서 권리금 습니다 그러면은 거래 내역 경우 사업 한테 굉장히 용도 다양 때문 저희 그거 대해서 관여 관여 그러,1
아니 요즘 언니 아파트 아파트 지만 전철 에서 내리 아줌마 그거 행주 행주 잖아 부직포 행주 화장지 그런 물티슈 면서 모델 하우스 자고 그래서 호기심 그냥 손해 잖아 정보 차원 에서 그리고 우리 주부 니까 라도 챙기 잖아 그래서 오피스텔 잖아 그런 설명 많이 근데 언니 그런 대해서 어떻게 생각,0
제리 나중 혹시 서늘 아까 어요 그래서 니까 근데 그까 자기 꺼내 놨는데 누가 그래 계속 한테 얘길 그래 근데 계속 그렇게 니까 잖아 아니 다가 확신 다가 계속 확실 해요 확실 해요 니까,0
그니까 여기 되게 어떤 앞부분 중간 부분 뒷부분 되게 중간 약간 구리 만들 거나 약간 그런 너무 밴드 그걸 면서 정도 까지 밖에 생각 할까 라는 생각 되게 만들 많이 약간 그랬 어서 밴드 꾸려 그만둔 약간 그런 여럿 나눠 으니까,0
전쟁 러시아 그래 많이 우리 나라 사람 블로그 포스팅 갠가 최근 하나 들어가 어떤 남자 그냥 하루 약간 동쪽 정해 아니 서쪽 서쪽 전해서 동쪽 러시아 으니깐 그래서 아침 브런치 무슨 토스트 에다가 계란 푸짐 나오 주스 까지 물가,0
